"label","Perturbation","value"
"ODE-ODE","diff1",0.998223028522895
"ODE-ODE","diff1",1.00946782853495
"ODE-ODE","diff1",1.00332369250201
"ODE-ODE","diff1",1.00436055224676
"ODE-ODE","diff1",1.00164467773349
"ODE-ODE","diff1",0.999165881892859
"ODE-ODE","diff1",0.997775304477512
"ODE-ODE","diff1",0.999240528529524
"ODE-ODE","diff1",1.00188738977317
"ODE-ODE","diff1",1.00568387020485
"ODE-ODE","diff1",0.999541308128075
"ODE-ODE","diff1",0.991088273159967
"ODE-ODE","diff1",0.99516526164627
"ODE-ODE","diff1",0.996151559857616
"ODE-ODE","diff1",1.00061695224078
"ODE-ODE","diff1",0.999208646057418
"ODE-ODE","diff1",0.991836941537322
"ODE-ODE","diff1",1.00323868206326
"ODE-ODE","diff1",1.00628194652955
"ODE-ODE","diff1",1.00241796646625
"ODE-ODE","diff1",1.00126861202503
"ODE-ODE","diff1",0.997615297157343
"ODE-ODE","diff1",1.00260063057554
"ODE-ODE","diff1",1.00382856802712
"ODE-ODE","diff1",1.00089145174957
"ODE-ODE","diff1",0.996558989113214
"ODE-ODE","diff1",1.00504860877114
"ODE-ODE","diff1",1.00346889540963
"ODE-ODE","diff1",1.00484012077732
"ODE-ODE","diff1",1.00046491369331
"ODE-ODE","diff1",0.99914279937093
"ODE-ODE","diff1",1.00049311366866
"ODE-ODE","diff1",1.00355400800343
"ODE-ODE","diff1",0.999786477597181
"ODE-ODE","diff1",1.00312996364513
"ODE-ODE","diff1",1.00470632678324
"ODE-ODE","diff1",0.996824447754774
"ODE-ODE","diff1",1.00418422882872
"ODE-ODE","diff1",1.00577766885888
"ODE-ODE","diff1",1.00201380160407
"ODE-ODE","diff1",1.00363010047961
"ODE-ODE","diff1",1.00242303906306
"ODE-ODE","diff1",1.00559884584138
"ODE-ODE","diff1",1.00659050122528
"ODE-ODE","diff1",1.00308406707055
"ODE-ODE","diff1",0.995378488841806
"ODE-ODE","diff1",0.998914547087521
"ODE-ODE","diff1",1.00254619303247
"ODE-ODE","diff1",0.999802724164584
"ODE-ODE","diff1",0.996107254510588
"ODE-ODE","diff1",1.00001052925008
"ODE-ODE","diff1",1.00314344613296
"ODE-ODE","diff1",1.00217570925424
"ODE-ODE","diff1",0.997743262524245
"ODE-ODE","diff1",1.00250649533994
"ODE-ODE","diff1",1.00195934982815
"ODE-ODE","diff1",1.00875731345868
"ODE-ODE","diff1",1.0055402371642
"ODE-ODE","diff1",0.995551223543496
"ODE-ODE","diff1",1.00746866582781
"ODE-ODE","diff1",1.00207596402341
"ODE-ODE","diff1",0.999247991839349
"ODE-ODE","diff1",0.997164424622284
"ODE-ODE","diff1",0.994716255545555
"ODE-ODE","diff1",0.998859962584318
"ODE-ODE","diff1",0.998725319060221
"ODE-ODE","diff1",0.998372422279326
"ODE-ODE","diff1",1.00053383239056
"ODE-ODE","diff1",0.997640413433477
"ODE-ODE","diff1",0.994516685516046
"ODE-ODE","diff1",1.00288202249287
"ODE-ODE","diff1",0.998064676006247
"ODE-ODE","diff1",1.00097981791188
"ODE-ODE","diff1",0.996011015769024
"ODE-ODE","diff1",1.0012952728592
"ODE-ODE","diff1",0.997759389390386
"ODE-ODE","diff1",0.995894082833337
"ODE-ODE","diff1",0.999411386844275
"ODE-ODE","diff1",1.00580849366543
"ODE-ODE","diff1",0.999798635509301
"ODE-ODE","diff1",0.998806475289854
"ODE-ODE","diff1",1.00248341412459
"ODE-ODE","diff1",1.00149804766633
"ODE-ODE","diff1",1.00456792629365
"ODE-ODE","diff1",1.00057899819462
"ODE-ODE","diff1",1.00663301496728
"ODE-ODE","diff1",1.00240419398482
"ODE-ODE","diff1",1.00390048505707
"ODE-ODE","diff1",1.00264610263108
