"label","Perturbation","value"
"ODE-ODE","diff1",0.0011832753715336
"ODE-ODE","diff1",-0.00757863326152559
"ODE-ODE","diff1",-0.046563758657871
"ODE-ODE","diff1",-0.176609550657605
"ODE-ODE","diff1",0.161897448800494
"ODE-ODE","diff1",0.00986346437668538
"ODE-ODE","diff1",0.216829918095083
"ODE-ODE","diff1",0.184817863849076
"ODE-ODE","diff1",0.179793451352268
"ODE-ODE","diff1",-0.148056127593664
"ODE-ODE","diff1",-0.369486069871971
"ODE-ODE","diff1",0.216234757691352
"ODE-ODE","diff1",-0.0304346395678152
"ODE-ODE","diff1",0.285707347684297
"ODE-ODE","diff1",-0.0631549884177059
"ODE-ODE","diff1",0.088754451800021
"ODE-ODE","diff1",-0.116789295437227
"ODE-ODE","diff1",0.141061897052075
"ODE-ODE","diff1",-0.0054976059822856
"ODE-ODE","diff1",0.0793668889000247
"ODE-ODE","diff1",0.126109414720223
"ODE-ODE","diff1",0.0443736203702255
"ODE-ODE","diff1",-0.147542531980909
"ODE-ODE","diff1",-0.2054231183638
"ODE-ODE","diff1",0.109380471194048
"ODE-ODE","diff1",0.21468654577548
"ODE-ODE","diff1",-0.149621351249817
"ODE-ODE","diff1",0.13703790167039
"ODE-ODE","diff1",0.224380217130492
"ODE-ODE","diff1",-0.513682218857764
"ODE-ODE","diff1",-0.229454593777101
"ODE-ODE","diff1",-0.244926792462415
"ODE-ODE","diff1",-0.0098332620572319
"ODE-ODE","diff1",0.216437110529238
"ODE-ODE","diff1",0.0198567080953673
"ODE-ODE","diff1",-0.142515389431194
"ODE-ODE","diff1",0.0154610105292879
"ODE-ODE","diff1",-0.313254500322138
"ODE-ODE","diff1",-0.0545334038065634
"ODE-ODE","diff1",-0.272550716301982
"ODE-ODE","diff1",-0.108042263315994
"ODE-ODE","diff1",-0.0708385464419981
"ODE-ODE","diff1",-0.128682940283939
"ODE-ODE","diff1",0.0489738377272614
"ODE-ODE","diff1",-0.139273322764773
