"label","Perturbation","value"
"ODE-ODE","diff1",0.999741756558741
"ODE-ODE","diff1",1.00085591631304
"ODE-ODE","diff1",1.00034552189683
"ODE-ODE","diff1",1.00130176765959
"ODE-ODE","diff1",0.997408138583491
"ODE-ODE","diff1",0.999385225881941
"ODE-ODE","diff1",0.996671501127415
"ODE-ODE","diff1",0.997209580195558
"ODE-ODE","diff1",0.997440537215546
"ODE-ODE","diff1",1.00185491420599
"ODE-ODE","diff1",1.0045597332263
"ODE-ODE","diff1",0.996952663932255
"ODE-ODE","diff1",1.0003246459423
"ODE-ODE","diff1",0.996731528202516
"ODE-ODE","diff1",1.00059253287993
"ODE-ODE","diff1",0.998917986067549
"ODE-ODE","diff1",1.00196258091244
"ODE-ODE","diff1",0.998511817582041
"ODE-ODE","diff1",1.00098067607733
"ODE-ODE","diff1",0.999058709500985
"ODE-ODE","diff1",0.999038609924522
"ODE-ODE","diff1",0.99927453476884
"ODE-ODE","diff1",1.00193214065215
"ODE-ODE","diff1",1.00262944774209
"ODE-ODE","diff1",0.997831527465993
"ODE-ODE","diff1",0.997908622542365
"ODE-ODE","diff1",1.00180004386139
"ODE-ODE","diff1",0.997343574180102
"ODE-ODE","diff1",0.996788852482253
"ODE-ODE","diff1",1.00576347575247
"ODE-ODE","diff1",1.00212103574159
"ODE-ODE","diff1",1.00243850724793
"ODE-ODE","diff1",1.00002632118156
"ODE-ODE","diff1",0.996105082393319
"ODE-ODE","diff1",1.00052094496617
"ODE-ODE","diff1",1.00188337640522
"ODE-ODE","diff1",0.999509630222798
"ODE-ODE","diff1",1.00405834380342
"ODE-ODE","diff1",1.00063261284517
"ODE-ODE","diff1",1.00184538220634
"ODE-ODE","diff1",1.00151670209759
"ODE-ODE","diff1",1.00091427983111
"ODE-ODE","diff1",1.00137179032612
"ODE-ODE","diff1",0.999257157533752
"ODE-ODE","diff1",1.00116884658899
"ODE-ODE","diff1",1.0019863340049
"ODE-ODE","diff1",0.999686179932629
"ODE-ODE","diff1",0.997066677551995
"ODE-ODE","diff1",0.997045408891634
"ODE-ODE","diff1",1.0021181599128
"ODE-ODE","diff1",1.00262715266265
"ODE-ODE","diff1",1.00164874385051
"ODE-ODE","diff1",1.00042409251032
"ODE-ODE","diff1",0.999296430129443
"ODE-ODE","diff1",1.00145412181239
"ODE-ODE","diff1",1.00374531183948
"ODE-ODE","diff1",0.995914337007572
"ODE-ODE","diff1",0.99900417337409
"ODE-ODE","diff1",1.00018300730875
"ODE-ODE","diff1",1.00129206412075
"ODE-ODE","diff1",1.00273485876693
"ODE-ODE","diff1",1.00089605400765
"ODE-ODE","diff1",1.00043019222
"ODE-ODE","diff1",0.99895397375081
"ODE-ODE","diff1",1.00331926553518
"ODE-ODE","diff1",1.00475423991746
"ODE-ODE","diff1",1.00345808409296
"ODE-ODE","diff1",1.00291229317812
"ODE-ODE","diff1",1.00153644734512
"ODE-ODE","diff1",0.997448794701928
"ODE-ODE","diff1",1.00047875545626
"ODE-ODE","diff1",1.00005824584034
"ODE-ODE","diff1",1.00282770315363
"ODE-ODE","diff1",1.00129255414883
"ODE-ODE","diff1",0.999746578257866
"ODE-ODE","diff1",0.999203225870267
"ODE-ODE","diff1",1.00146165392334
"ODE-ODE","diff1",0.999810922680583
"ODE-ODE","diff1",1.00078348066032
"ODE-ODE","diff1",0.99833852816435
"ODE-ODE","diff1",1.00077907606468
"ODE-ODE","diff1",1.00083407954779
"ODE-ODE","diff1",1.00536455269586
"ODE-ODE","diff1",0.99842821937772
"ODE-ODE","diff1",0.999751235768141
"ODE-ODE","diff1",1.0020099513397
"ODE-ODE","diff1",1.00020833836192
"ODE-ODE","diff1",0.998321131060385
"ODE-ODE","diff1",0.999466457801923
"ODE-ODE","diff1",1.00175370951732
"ODE-ODE","diff1",0.997273268191556
"ODE-ODE","diff1",0.999535295923873
"ODE-ODE","diff1",0.99843895887577
"ODE-ODE","diff1",0.998072793779993
"ODE-ODE","diff1",1.0016363289169
"ODE-ODE","diff1",1.00087323816454
"ODE-ODE","diff1",1.00219541330934
"ODE-ODE","diff1",0.99709409862315
"ODE-ODE","diff1",0.996603426944601
"ODE-ODE","diff1",1.00255650781874
"ODE-ODE","diff1",0.997510664228722
"ODE-ODE","diff1",0.998147117325066
"ODE-ODE","diff1",1.00225403579426
"ODE-ODE","diff1",0.998069281755937
"ODE-ODE","diff1",1.00343531717115
"ODE-ODE","diff1",0.998152529274743
"ODE-ODE","diff1",0.999659474432473
"ODE-ODE","diff1",1.00314016769676
"ODE-ODE","diff1",0.999244895132525
