"V1","V2","V3","V4"
0.521252453327179,0.307991474866867,0.0033746191766113,0.00100883352570236
0.540145993232727,0.319867163896561,0.00344634638167918,0.00101566617377102
0.524387240409851,0.312355428934097,0.00324863940477371,0.00100134254898876
0.515857577323914,0.310615569353104,0.00317828170955181,0.00102419801987708
0.513036966323853,0.308749705553055,0.0030450311023742,0.000849049829412252
0.521419525146484,0.306464105844498,0.00296432059258223,0.000922939041629434
0.503484845161438,0.304054439067841,0.0032184689771384,0.000854459824040532
0.5159672498703,0.30499467253685,0.00301036960445344,0.000847759831231087
0.506251215934753,0.302827298641205,0.00300508690997958,0.000864918285515159
0.526043653488159,0.31525531411171,0.00281727570109069,0.00101993733551353
0.513651967048645,0.307521998882294,0.00310028670355678,0.000941064732614905
0.507082104682922,0.296878784894943,0.00329998671077192,0.00089450302766636
0.531989097595215,0.316544383764267,0.00337335024960339,0.00110011966899037
0.496634423732758,0.29393544793129,0.00349022494629025,0.000915015174541622
0.53545069694519,0.316489219665527,0.00338460830971599,0.000897566846106201
0.508081078529358,0.299721777439117,0.00368822691962123,0.0009920175652951
0.507608294487,0.299117535352707,0.00274789216928184,0.00106055953074247
0.513039290904999,0.302054524421692,0.00339951855130494,0.000963827653322369
0.510331571102142,0.306887626647949,0.00261098216287792,0.00104583951178938
0.530252873897552,0.318462938070297,0.00286335404962301,0.000889839488081634
0.510599374771118,0.307588517665863,0.00288032670505345,0.0010878702159971
0.503509640693665,0.300448894500732,0.00276170391589403,0.000842386623844504
0.508021295070648,0.306402862071991,0.00298070139251649,0.00102577148936689
0.513441920280457,0.308363437652588,0.00293693924322724,0.00094013090711087
0.508129596710205,0.300105631351471,0.00275878608226776,0.000847580842673779
0.518964171409607,0.312378197908401,0.00363677483983338,0.0010773028479889
0.511505663394928,0.306894421577454,0.00325558451004326,0.00113334855996072
0.519452452659607,0.304476141929626,0.00284870760515332,0.00104950286913663
0.496290326118469,0.296575307846069,0.00303592858836055,0.00119175389409065
0.532678365707397,0.319149345159531,0.00283201690763235,0.00101869751233608
0.499698132276535,0.299049645662308,0.0031290021724999,0.000947444059420377
0.522629678249359,0.31434690952301,0.00320908566936851,0.00104095868300647
