"V1","V2","V3","V4"
0.518623888492584,0.30860647559166,0.0301847700029612,0.00324494508095086
0.477400362491608,0.287758469581604,0.0406359359622002,0.00361734279431403
0.510772109031677,0.306572675704956,0.039668720215559,0.00280769914388657
0.508206129074097,0.301547765731812,0.0358069650828838,0.00295957922935486
0.487041711807251,0.290626406669617,0.0311787016689777,0.0036649932153523
0.539092004299164,0.315153568983078,0.0367204248905182,0.00293060438707471
0.48582860827446,0.287949860095978,0.0370348431169987,0.00343687576241791
0.495405346155167,0.29413241147995,0.0423361584544182,0.00313072185963392
0.507344543933868,0.30360409617424,0.0367482416331768,0.00291531207039952
0.488461375236511,0.292707473039627,0.0343890711665154,0.00365185341797769
0.502095222473145,0.307479321956635,0.0346125215291977,0.00325058540329337
0.4720179438591,0.283259779214859,0.0371789336204529,0.00368074211291969
0.632172644138336,0.376305013895035,0.0371070988476276,0.00225074612535536
0.504232048988342,0.298036724328995,0.04080531001091,0.00354206445626915
0.479191362857819,0.288377404212952,0.0385340861976147,0.0043030739761889
0.512058854103088,0.306844145059586,0.0374934710562229,0.00354382349178195
0.490200519561768,0.293605506420135,0.0397290028631687,0.00308342603966594
0.594659507274628,0.350238233804703,0.0433597750961781,0.00127678969874978
0.474643886089325,0.283147692680359,0.0323204435408115,0.00450078258290887
0.485104203224182,0.289867848157883,0.0414630807936192,0.00337089924141765
0.490051567554474,0.291236072778702,0.0406864024698734,0.00328489765524864
0.483883321285248,0.290152937173843,0.036218885332346,0.00441985577344894
0.473467737436295,0.281819134950638,0.0350898616015911,0.00392951350659132
0.492004692554474,0.294813811779022,0.0455673933029175,0.0031621353700757
0.504618227481842,0.298639178276062,0.0441246181726456,0.00316181033849716
0.49748682975769,0.299220740795135,0.0349757224321365,0.00342782726511359
0.495400428771973,0.296507596969604,0.0336387120187283,0.00377492047846317
0.504102826118469,0.301671355962753,0.0354255810379982,0.00354037038050592
0.523574531078339,0.314066052436829,0.0399399548768997,0.00304462807253003
0.484904140233994,0.289193838834763,0.0358990170061588,0.00358951254747808
0.48025518655777,0.284516274929047,0.040120605379343,0.00325772701762617
0.485564917325974,0.288452863693237,0.0410816259682178,0.00345257134176791
0.495621711015701,0.29924076795578,0.032420989125967,0.00414347276091576
0.487943828105927,0.291224956512451,0.0330300554633141,0.00421790080145001
