"V1","V2","V3","V4"
0.37885507941246,0.232725530862808,0.0033746191766113,0.00100883352570236
0.398421794176102,0.238733038306236,0.00344634638167918,0.00101566617377102
0.388680279254913,0.237805351614952,0.00324863940477371,0.00100134254898876
0.382215827703476,0.233791694045067,0.00317828170955181,0.00102419801987708
0.368578433990479,0.220518127083778,0.0030450311023742,0.000849049829412252
0.390716195106506,0.235459133982658,0.00296432059258223,0.000922939041629434
0.382382422685623,0.223589062690735,0.0032184689771384,0.000854459824040532
0.402445465326309,0.241374790668488,0.00301036960445344,0.000847759831231087
0.379090070724487,0.235006093978882,0.00300508690997958,0.000864918285515159
0.376565158367157,0.22083592414856,0.00281727570109069,0.00101993733551353
0.3676997423172,0.217049539089203,0.00310028670355678,0.000941064732614905
0.383047133684158,0.229375526309013,0.00329998671077192,0.00089450302766636
0.395789384841919,0.235033571720123,0.00337335024960339,0.00110011966899037
0.36208114027977,0.211035370826721,0.00349022494629025,0.000915015174541622
0.384735584259033,0.228871047496796,0.00338460830971599,0.000897566846106201
0.387037634849548,0.228039115667343,0.00368822691962123,0.0009920175652951
0.383598178625107,0.230129852890968,0.00274789216928184,0.00106055953074247
0.360408425331116,0.213320538401604,0.00339951855130494,0.000963827653322369
0.381122976541519,0.229822874069214,0.00261098216287792,0.00104583951178938
0.379623144865036,0.227608993649483,0.00286335404962301,0.000889839488081634
0.383714824914932,0.228252857923508,0.00288032670505345,0.0010878702159971
0.384272217750549,0.241718947887421,0.00276170391589403,0.000842386623844504
0.380713313817978,0.230298012495041,0.00298070139251649,0.00102577148936689
0.387823164463043,0.231633305549622,0.00293693924322724,0.00094013090711087
0.395021557807922,0.238536223769188,0.00275878608226776,0.000847580842673779
0.381271660327911,0.232672601938248,0.00363677483983338,0.0010773028479889
0.385637640953064,0.230408847332001,0.00325558451004326,0.00113334855996072
0.383187294006348,0.224574044346809,0.00284870760515332,0.00104950286913663
0.391051471233368,0.24442683160305,0.00303592858836055,0.00119175389409065
0.367720127105713,0.221358507871628,0.00283201690763235,0.00101869751233608
0.373812228441238,0.222740978002548,0.0031290021724999,0.000947444059420377
0.383497446775436,0.229844316840172,0.00320908566936851,0.00104095868300647
0.390716671943665,0.237737640738487,0.00315515347756445,0.00102676055394113
0.392895340919495,0.256114810705185,0.00326090166345239,0.000862738641444594
0.385485202074051,0.234149783849716,0.00339877582155168,0.000987643492408097
0.386668562889099,0.236041411757469,0.00320147117599845,0.000980113167315722
0.378527790307999,0.219778090715408,0.00310451979748905,0.00084022682858631
0.384961277246475,0.232427775859833,0.00299079157412052,0.000853889039717615
0.39175271987915,0.241133898496628,0.00313392630778253,0.000923114537727088
0.387106835842133,0.240754395723343,0.00336357532069087,0.00102968025021255
0.388911515474319,0.236262038350105,0.00353187881410122,0.00108589616138488
0.371556907892227,0.224036574363708,0.00291977124288678,0.00125588302034885
0.38902935385704,0.235068574547768,0.0034419265575707,0.000913650263100863
0.393638581037521,0.241446912288666,0.00318030547350645,0.00102861039340496
0.377069056034088,0.225976794958115,0.00355574558489025,0.000980409793555737
0.371556907892227,0.224036574363708,0.0029180534183979,0.000874796416610479
0.393455862998962,0.241567403078079,0.00335950776934624,0.000853042467497289
0.359545856714249,0.222965091466904,0.00340699194930494,0.0010959793580696
0.359545856714249,0.222965091466904,0.00343500124290586,0.000960326753556728
0.388931751251221,0.238056972622871,0.00272144959308207,0.00106697587762028
0.360991597175598,0.212950855493546,0.00270324083976448,0.00100906856823713
0.373353540897369,0.224246084690094,0.00322748627513647,0.000851519987918437
0.374270558357239,0.222305625677109,0.00332119176164269,0.000921654107514769
0.388467341661453,0.228915140032768,0.00290852249599993,0.00102863390929997
0.383598178625107,0.230129852890968,0.00290510919876397,0.00106930115725845
0.383340567350388,0.224477231502533,0.00304148835130036,0.00101056054700166
0.381803542375565,0.225690647959709,0.00331828091293573,0.00108787638600916
0.381013453006744,0.234132394194603,0.0034999055787921,0.00092039379524067
0.366715580224991,0.221196100115776,0.00343058467842638,0.00111830385867506
0.376565158367157,0.22083592414856,0.00375893549062312,0.000925736501812935
0.381239414215088,0.224781170487404,0.00319327879697084,0.000972148030996323
