"V1","V2"
0.347953390672281,0.207178327849225
0.352495041396053,0.211376714089013
0.345735687628074,0.205290518934079
0.347491071116512,0.206484925031523
0.343064179213246,0.202537431979308
0.346375874422611,0.206210495610689
0.347480386680305,0.205957403652956
0.351981338547049,0.210862237379027
0.352184240491943,0.210881112659279
0.352384183782825,0.211283586225021
0.346614364806081,0.206418405991527
0.34386905306454,0.203174787960878
0.351009379878332,0.210059985118261
0.344798631012855,0.203870710814062
0.355584068444631,0.214300677814781
0.351647630234976,0.209460207019328
0.351612911529901,0.210267745278382
0.344475833013003,0.203941206470092
0.349341094535787,0.208301348336108
0.346768401254433,0.205159476656871
0.350234793192101,0.209517051723942
0.345339312551705,0.204321936383156
0.347362434295684,0.206827089770711
0.347444537342706,0.206613659443872
0.352136387498116,0.211044417211164
0.344026421485779,0.203049879276423
0.348188333847328,0.207581818956628
0.344938043172162,0.204641936780804
0.347159827825318,0.206312425350953
0.346406733226597,0.205284006943202
0.348208764566345,0.206318844428959
0.347401293373824,0.207070848955598
0.350019767997676,0.208505032890527
0.35227293508619,0.21123682131192
0.349658386444654,0.209046418249861
0.345892192368224,0.205101161775135
0.347263175434916,0.206611745551302
0.3432113770261,0.202084702815785
0.348829207167628,0.207334398775748
0.346468080623001,0.20612058545584
0.348162328360134,0.207206816355396
0.347344358980937,0.206197503328972
0.349652861298188,0.209026424609828
0.346925635000914,0.205566682000796
0.346523976493692,0.205613194853473
0.346946194598376,0.206245745208737
0.348729145834795,0.207552590107267
0.345450659380616,0.204383520628828
0.340996639410341,0.200224073397393
0.349284009077693,0.207954942580812
0.344171002300371,0.203601587384637
0.348235430534191,0.207601547176199
0.351291804476636,0.210284629200762
0.351552913982983,0.210374028895957
0.346311881723702,0.205522888471606
0.346925433954662,0.206628701060048
0.348064623975022,0.20799150244419
0.349035094420766,0.208506166083344
0.350932433093808,0.209621643949275
0.345421541452438,0.205020255394108
0.345325050691119,0.204482702647179
0.34888129627628,0.207841190074341
0.35359984424089,0.211906788952056
0.347251637826712,0.206470207239083
0.352133069932087,0.211379173006675
0.347904384858206,0.207043548681379
0.349435894402178,0.208111890512557
0.344825125244455,0.204017624187947
0.348865914545955,0.208168323718658
0.350670304803227,0.208518036769935
0.350855343871314,0.209793222322047
0.352299719732702,0.2110162431758
0.35165358176305,0.210318552148054
0.346215276463391,0.205060388361131
0.349000913371865,0.208546194354765
0.350230085359588,0.20912185715093
0.349100652456433,0.208985187844089
0.348949945738589,0.20771924658482
0.347015527335719,0.206520714878003
0.349636966459354,0.20875323097939
0.346317540159664,0.20566140045175
0.348042210898721,0.207363500841208
0.345359707720365,0.204663032553984
0.344995968557616,0.20390377326659
0.348350158395366,0.207601894093873
0.350084352299983,0.208539753413222
0.348572228140127,0.207968007095878
0.344355466882891,0.203569586432924
0.351783224018468,0.210277281040499
0.347056315183569,0.205654855354626
0.344866451398153,0.204119528134869
0.3514785645134,0.210450723351431
0.348190574640958,0.207849907986192
0.350256177756172,0.209205881940731
0.345999876027076,0.205526469685971
0.349819926137456,0.208690072048917
0.344390396870968,0.20347811725931
0.350613999595241,0.209419717708459
0.346559110076472,0.205874206359779
0.348760294963326,0.207354335270108
0.346922756709139,0.206239400338385
0.35340397575684,0.211578144449158
0.347068404458383,0.206362369944597
0.349877462700968,0.208746424580245
0.349298332269866,0.208759812726106
0.352798654131963,0.212129738852601
0.347475987527118,0.207546855916153
0.346505522887513,0.205590639178602
0.347531710411435,0.206824765721681
0.347659931378453,0.206158351455568
0.3548532586919,0.212736749589313
0.350704830249112,0.209731611058902
0.347212527676535,0.206316559671192
0.351767156387236,0.210492884149249
0.346806159596657,0.205878585803972
0.344179202740038,0.203792690924543
0.346049971661958,0.20452206728667
0.347471374627513,0.206976947126982
0.350275107986386,0.209497396478944
0.34844811811843,0.207797796818407
0.346966442377305,0.206685655849067
0.348157001624761,0.207134132689249
0.35130136648178,0.210246538143747
0.346692304728651,0.206781114541227
0.343562493603329,0.203449708210621
0.349822304621028,0.207939224068067
0.352873971245955,0.211968387051081
0.347017301856376,0.206612566979867
0.350680269524799,0.210137368572902
0.346274101121316,0.204779332776322
0.354305917486522,0.213202954907675
0.350602064451446,0.209772913581528
0.351071037479485,0.2093568091248
0.353366263975162,0.21162472560084
0.351706295863899,0.210213001124264
0.344675227400592,0.204252532046368
0.355479231982868,0.213213953744744
0.342405428783765,0.202012510182487
0.347732778709544,0.206945690198067
0.34887306905951,0.208423064129634
0.351966027025614,0.210977159476021
0.350384324898509,0.209059522892678
0.347311112965286,0.20727003265202
0.352836103654365,0.211420077628702
0.349311547059672,0.207550253585319
0.349864616393567,0.208752824024562
0.346433163533298,0.205022571350727
0.351020767576744,0.210353484175741
0.352454456042078,0.210910665273297
0.348430123145445,0.207018608237201
0.348741201679702,0.208383159475017
0.345592645897829,0.205319550498955
0.34126694565301,0.200796646365401
0.348842351605466,0.208355061538104
0.352034827927933,0.210365549537067
0.348281632002564,0.206450790083761
0.350572388741628,0.208449378125736
0.347395698368649,0.206427132779099
0.348141392499961,0.20651081240056
0.346612037602899,0.205450379119232
0.347289197812748,0.206839927246912
0.347021628952558,0.206932956168288
0.353026908859193,0.211460338075408
0.346915303292664,0.206315581725881
0.351431297747387,0.209846568658086
0.346869696590941,0.205471057138651
0.350240256792604,0.208804212165973
0.348227026720283,0.208014076423489
0.348161398814376,0.206996046092009
0.345921111005726,0.205110722797809
0.347930594758622,0.207105382536873
0.353033922260899,0.211463849825144
0.349602664007607,0.208876047882699
0.34659145675458,0.205101223581456
0.347495364525853,0.206409775536971
0.347803351989154,0.20730914061854
0.345922078994128,0.205633272789037
0.349774674169021,0.208507634505826
0.346918315734317,0.205694222069074
0.349239645445154,0.209168443396293
0.353800346996093,0.213057712489495
0.346196260340967,0.205710225301288
0.344344863764105,0.203437473842578
0.343072596871002,0.202648959010177
0.347570824211418,0.206993230895338
0.347551835412552,0.206660808476827
0.349289426542234,0.207981528925649
0.345760183734756,0.204818072604992
0.343445242575813,0.20338647915585
0.348654457340389,0.207842495729649
0.349608006809001,0.208868753081415
0.34846349498049,0.207080537168737
0.3474361474952,0.206807848135419
0.352957700608305,0.210712800827782
0.349694040490561,0.208061142253018
0.348567299423101,0.208423996582485
0.345543243224043,0.204831229048368
0.347812324678158,0.207226069787574
0.346077854317425,0.20559638231247
0.351303956652663,0.209387362888235
0.350232614721265,0.209112150195456
0.347105923155249,0.206036169169672
0.350234274217701,0.20871212654442
0.350088755821264,0.208915910369305
0.350785990314117,0.209298370447428
0.345957988001595,0.205570940733066
0.346054740537171,0.205438113459755
0.344692876480546,0.204424488664715
0.346549718226674,0.206355919958512
0.347034820028255,0.20593525628692
0.353612543878059,0.211873861894057
0.351092629934505,0.209963870013448
0.348803293639428,0.207436492174642
0.343726341666835,0.20346738017272
0.34954142835632,0.207741270055035
0.342095086353631,0.201649627044947
0.350082903758509,0.208925690734367
0.348048283869612,0.207589040167205
0.347659272036171,0.206370960553904
0.348741917209191,0.20756704471292
0.350965693595098,0.209989345712333
0.348833608256495,0.207690504792969
0.345033187276471,0.20473559063583
0.348837496771126,0.208575715589216
0.347889826889771,0.206851613001253
0.350486528081477,0.209384488082105
0.345114049593407,0.204327586707378
0.346633981074796,0.205421456340548
0.348396998803333,0.207503624403643
0.35009932241053,0.208856933037753
0.347745571959086,0.207174852642059
0.345113474387212,0.204597145101386
0.346886222649629,0.206286780703057
0.351925533652959,0.210845459742489
0.349850726154234,0.20919188963011
0.34989391926686,0.208292030805463
0.345401637053975,0.204337121979258
0.34526377073098,0.205528156945899
0.34915113998659,0.20847690165266
0.351242405272674,0.210322742225097
0.350832021212396,0.209906773938732
0.350468274320722,0.209163349611698
0.347370962703268,0.206632851747188
0.349106071923191,0.2072776185805
0.351728666342083,0.210365134736826
0.346671005380174,0.205349145992735
0.344213564893173,0.203375762245182
0.346499847051328,0.206458259750235
0.347881345615267,0.206395190887139
0.350743759933746,0.209540801256118
0.347994198607899,0.207011568051139
0.352088781225312,0.210424632047421
0.348650911115904,0.207575343116632
0.35039413058426,0.208759424524266
0.343026506546249,0.202507989146503
0.347419629193154,0.206656307600468
0.34938569077053,0.208019585682501
0.34625067256248,0.205456253174858
0.349642497196815,0.208864841794923
0.354944137689793,0.213258060539005
0.351320640742606,0.21040829335922
0.350067171610167,0.208901444658523
0.346060607334427,0.205677270098101
0.345819434872682,0.205480967350015
0.347701685251922,0.205930677217701
